ROW,FIELD,id,acylcarnitine_15_3,BMP_37_7_15_1_22_6,CerNS_38_3_d18_2_20_1,CSH_posESI_004,CSH_posESI_022,CSH_posESI_027,CSH_posESI_041,CSH_posESI_288,CSH_posESI_296,DG_34_3_16_0_18_3,DG_34_4_16_1_18_3,DG_36_4,DG_36_4_18_2_18_2,DG_36_5_18_2_18_3,DG_36_6_18_3_18_3,DGDG_32_0_16_0_16_0,DGDG_32_1_16_0_16_1,DGDG_33_3_15_0_18_3,DGDG_34_1_16_0_18_1,DGDG_34_2_16_0_18_2,DGDG_34_4_16_1_18_3,DGDG_34_4_16_1_18_3,DGDG_34_5_16_2_18_3,DGDG_35_3_17_0_18_3,DGDG_35_5_17_2_18_3,DGDG_35_6_17_2_18_4,DGDG_36_2_18_0_18_2,DGDG_36_4_18_1_18_3,DGDG_38_5_20_1_18_4,DGDG_38_6_18_3_20_3,GlcCerNS_34_3_d18_2_16_1,GlcCerNS_36_3_d18_2_18_1,GlcCerNS_38_3_d18_2_20_1,LPC_16_0,LPC_18_0,LPC_18_1,LPC_18_2,LPC_18_3 ,lysoPE_18_2,lysoPE_18_3,MGDG_34_1_16_0_18_1,MGDG_34_2_16_0_18_2,MGDG_34_3_16_0_18_3,MGDG_34_4_16_1_18_3,MGDG_34_6_16_3_18_3,MGDG_35_3_17_0_18_3,MGDG_36_3_18_0_18_3,MGDG_36_3_18_1_18_2,MGDG_36_6_18_2_18_4,MGDG_36_6_18_3_18_3,MGDG_36_7_18_3_18_4,MGDG_38_5_20_2_18_3,MGDG_38_6_18_3_20_3,PC_16_0_9_0_CHO ,PC_32_1,PC_32_2,PC_33_2,PC_34_0 ,PC_34_1,PC_34_3,PC_34_4,PC_35_1,PC_35_2,PC_36_1,PC_36_2 ,PC_36_3_A ,PC_36_3_B ,PC_36_4_A,PC_36_4_B ,PC_36_5_A ,PC_36_6_18_2_18_4,PC_36_6_18_3_18_3,PC_38_2,PC_38_3 ,PC_38_4_18_2_20_2,PC_38_5_A ,PE_32_0_16_0_16_0,PE_34_2,PE_36_3_18_0_18_3,PE_36_5_18_2_18_3,PE_36_6_18_3_18_3,PG_32_0_16_0_16_0,PG_32_1_16_0_16_1,PG_34_2_16_0_18_2,PG_34_4_16_0_18_4,PG_34_5_16_1_18_4,PG_36_7_18_3_18_4,plasmenylPC_35_2_P14_0_21_2,plasmenylPC_36_2_P14_0_22_2,SM_39_10_d17_3_22_7,SM_39_9_d16_3_23_6,SM_40_4_d16_2_24_2,SM_40_5_d16_1_24_4,SQDG_34_2_16_0_18_3,SQDG_34_3_16_1_18_3,SQDG_36_2_18_0_18_3,SQDG_36_4_18_2_18_3,SQDG_38_5_18_3_20_3,SQDG_42_1_16_0_16_0,SQDG_45_1_18_2_18_2,TG_49_2 ,TG_50_2,TG_50_3,TG_50_4 ,TG_50_5,TG_52_3 ,TG_52_4,TG_52_5 ,TG_52_6,TG_53_4 ,TG_53_5 ,TG_54_1 ,TG_54_2,TG_54_4 ,TG_54_4 ,TG_54_5,TG_54_8,TG_56_2 ,TG_58_14_19_5_19_5_20_4
3532,low,LANMLR17B035,164299,15390,39043,17810,24349,261836,83713,34926,32295,168235,15572,10887,115518,256231,185958,317055,8285,12341,67920,605880,33941,31979,8859,75976,8713,24163,101450,163525,19709,75697,54439,206831,351701,95924,21129,319724,4307293,2397490,43424,14077,23840,233319,1223486,41920,0,39550,141475,44458,44832,407615,16608,29346,51676,19796,6776,21365,44293,13341,541611,1586123,34432,10074,79018,30033,437220,373909,328289,1299135,19065,1496296,21372,322152,13603,23059,36033,15321,44078,244316,7845,36859,6185,151645,201084,463485,949376,15419,520,8039,795711,22113,16405,25495,23966,1816589,10014,122515,1121473,6267,1183711,134461,9503,114783,75397,10991,20448,6642,1189599,1550626,2471,21368,22169,1555,1543,177388,13585,344390,3160378,996,27227
3533,low,LANMLR17B040,161053,24176,34161,15383,39949,272065,55222,39493,16460,178565,20976,15553,121882,250620,166199,385020,8477,15665,89661,695466,57361,49896,10396,177271,10471,33973,118138,232437,32081,130630,50456,125360,324718,89294,11359,99385,847137,359387,34961,11131,39321,370838,1593305,51593,39075,60940,166888,64564,69794,359551,14009,48827,82906,26738,18366,30786,91441,12524,895871,3262430,64656,14642,119397,41173,735269,590983,509083,2307150,22775,2790857,35126,689786,18984,37991,68484,27569,51835,525009,10541,88024,12103,206864,336007,467309,1450306,20874,7366,14096,753013,51355,19868,23224,9974,1885536,5992,98722,1248062,7009,1270286,144392,5221,163252,66242,5489,10421,7062,703639,982601,17649,11800,12651,7002,1792,97851,9322,199900,2320080,2988,16103
3536,low,LANMLR17B039,269778,16555,33820,14050,7098,268964,86099,53611,22409,152898,16836,12609,106578,265935,167696,245529,6719,12675,92943,750460,29882,39066,9991,86514,11051,29976,110296,217378,20068,109571,56285,123796,313413,90760,15924,413538,2760197,1483988,64805,25435,21223,226685,1208233,48004,10197,40007,112365,46232,64540,322147,37743,26992,65391,16533,23370,23145,71541,7391,672051,2711495,40147,10734,81292,32678,390573,506897,356120,1996539,13747,2911695,35014,806690,17508,22742,44368,18126,52515,333984,11983,84145,16270,146435,195918,371398,1021133,18902,12312,18832,731694,35144,18748,11447,25443,2238913,13840,168880,926429,14191,1249081,138148,12431,232945,126705,16441,26083,21236,859028,1264402,30775,12915,18129,30848,7763,254211,19413,219741,1570690,12904,11242
3537,low,LANMLR17B003,204758,16967,29434,8051,18076,254983,42352,24861,17231,119024,14481,13426,116961,247514,156539,313734,7069,12680,91173,564987,44345,44333,12730,179598,12298,40707,118333,224444,19466,146239,50608,114064,295421,141230,9833,106145,1014373,565182,16543,2674,26996,380220,1086521,66810,45919,69976,167679,41346,76188,258733,50680,40539,111506,24855,24307,44952,84965,10085,853558,3770051,60705,12725,108386,38667,793056,575908,541294,2636596,10783,4125062,32443,765097,23612,44484,83532,32633,47427,489728,13509,96062,11791,195267,294775,369179,1617842,13518,15920,15441,691802,51304,16369,13050,11300,2390821,10829,187442,914313,14964,1262055,121734,4634,202505,83687,12000,20156,6108,638007,810471,17728,8115,8648,9593,1270,57587,6827,138187,974224,4970,10781
3538,low,LANMLR17B094,101466,28495,27068,11655,25618,234887,28422,32221,25694,163549,17181,12178,108741,226345,87257,268157,9660,15434,57353,422144,43494,43868,9697,109137,8090,31248,96596,208561,19993,112406,46694,113967,262492,88815,17601,124595,2695480,1273600,41882,9340,14556,232389,989587,32966,38783,41173,125284,33583,55639,273886,35955,32902,58379,22299,19802,30470,89255,10821,616726,3331957,52166,6409,102644,34142,755811,502612,663344,2354624,17929,3620733,36580,961944,29375,29329,59338,19272,34110,465638,13380,100682,17809,188288,241932,430083,1165332,18389,3824,14868,638988,30970,5364,23942,24111,1524274,8303,109290,798423,8533,953489,124839,4029,147772,46522,8561,11402,4191,628729,1021108,16430,8189,14543,10059,1491,103129,9095,186992,2712371,1696,21087
3539,low,LANMLR17B138,252872,21104,30390,9133,19347,275319,50017,13012,15304,119188,16497,9826,77919,224870,224995,337566,6854,9568,89234,787761,45597,40720,9728,77832,11347,31830,113552,243176,25500,131553,58203,134589,269344,124493,9432,182229,2512230,1110049,40556,11189,18889,239126,1252388,54871,33498,42725,60954,43990,52027,491147,41072,36300,86387,31458,26195,36589,56015,7198,690193,3001388,48264,9128,79743,24844,473443,553599,396425,2580844,25771,3458241,43408,842939,20374,30028,73221,18116,59976,351028,8917,86474,14751,196476,194525,462525,1000530,22636,12645,16314,620991,48943,20097,17997,18384,2159769,10193,114906,560076,13231,1436673,88549,4723,237104,116191,15756,26815,6566,698779,1124654,24481,8241,10553,9765,1127,81402,7727,142849,890589,6265,15994
3541,low,LANMLR17B146,225940,19793,30809,9768,22710,258675,53030,30738,17674,150529,20153,15296,119647,275334,169866,221651,5585,12537,78819,619401,35913,55971,9848,107643,10190,33250,103043,206884,19084,129583,61836,126839,284339,87607,9225,136024,2159306,778120,31610,7879,18065,238370,1190429,53268,43304,43350,130739,23715,71585,443676,53097,26153,81790,21157,22597,32885,131566,12010,566696,2879299,59069,9953,114391,24628,645173,415117,621924,2487128,23614,3302368,38561,822100,22672,26856,53873,22018,51973,464267,13734,106330,18567,159669,245265,452866,1313786,15650,13726,17224,657588,37967,18117,12057,19217,2262877,14354,163239,905799,13909,1296688,109470,4921,252273,101557,15258,23034,15429,845191,933917,20323,7917,11187,34750,14737,502419,8956,276124,884033,10604,14682
3542,low,LANMLR17B002,305813,20294,35285,6921,22262,281402,67234,23965,14991,138845,19976,11034,96064,211586,168219,313645,7560,7936,80321,544706,31681,42743,10253,98476,10422,32387,95051,210817,16268,122110,58335,157022,336105,119479,11725,202535,2567158,1115527,18706,2920,16694,202275,1253847,54098,12868,41236,119779,13065,53450,332812,37133,25554,74210,41605,26945,29126,47750,12615,594210,3768263,54504,9962,78704,18236,424626,365267,301162,2086275,11677,3292674,38448,830439,18905,31208,59124,15935,56574,202028,4152,56428,5941,218250,326106,446976,1133859,34928,13500,17417,768807,49633,19307,34954,21758,2485255,15741,150933,816927,14906,1498300,95649,5334,234448,105189,15063,22944,6088,637228,933085,26903,8762,9946,12075,1463,66711,7969,157154,1448826,5476,21438
3543,low,LANMLR17B047,282493,16097,36584,12811,28409,417112,90576,19355,19328,146437,17106,11646,98832,236607,166477,230732,3714,12293,85664,724385,30119,44059,8394,80863,10796,29510,109226,212598,15425,107568,64779,174621,330841,84947,13884,189186,3016692,1097262,31851,5651,15557,195651,1317364,48082,13213,59442,131340,43518,49854,447447,43100,24416,69839,21116,22661,25548,78878,8751,510950,3105534,42391,10255,94409,20395,436649,333757,360338,2344144,22045,3275304,41240,875828,21411,25962,48435,15405,62969,263523,8477,70146,11424,151788,208681,336558,1031199,16430,12693,22145,795033,34127,21103,17372,13401,2481857,13876,144155,736903,13302,1166608,118865,5806,247997,106242,15108,25257,9180,625147,961549,21034,8866,11100,10074,916,85588,11140,126743,1321148,6272,12933
3544,low,LANMLR17B058,444115,9856,41325,10532,18027,363903,86331,24505,23859,140306,19760,13758,118829,276538,243294,303518,7590,12500,90297,641332,28633,42862,9750,75482,11828,30274,112344,217388,14199,107474,81584,141734,377058,112797,16760,234910,3607880,1302367,29770,6849,18734,201723,1460613,54264,15108,37173,90694,33320,55083,371710,36124,25588,68671,28808,26092,29262,54440,11086,569806,2483367,44684,6545,83191,14938,359436,381942,165140,1971456,11115,2692347,34206,951450,17898,32098,59395,14132,63323,274364,10839,69034,6914,169960,218585,409425,962837,21975,14742,22133,854548,36047,23115,20164,15742,2724896,8068,148042,798733,14681,1549781,146459,6253,275665,107979,15482,26633,10753,732850,901371,26071,9434,9450,13576,1713,79518,8974,186789,1113206,6724,12601
3545,low,LANMLR17B024,277277,21815,32985,13266,31330,260613,56645,16773,21164,136415,20161,12278,103211,237008,187015,282763,6734,7806,83789,646471,31599,51284,8261,110064,8634,27275,100774,195246,15787,106482,62220,141884,299352,71504,9100,157221,1993069,811815,21456,100,14937,176630,1350950,45417,10672,40920,127089,38509,47706,553350,48686,24440,67592,34766,24019,33365,59741,8212,584233,3343709,41584,9717,104172,21851,532593,376512,413607,2704513,21683,3637901,49884,898426,19945,28465,55897,15961,57743,289926,3832,65563,9779,164926,326361,339812,1215823,25097,13587,17131,722785,38150,18284,10933,24253,2477480,14751,160288,848263,12768,1017954,106616,6706,254405,114071,14649,25128,8529,626138,965116,19650,8629,11384,16043,1976,107346,8271,125327,1027007,6912,14371
3546,low,LANMLR17B013,277714,17480,35476,3272,32046,226387,58766,9341,20637,97177,17428,10119,111289,247237,202364,218671,5673,7607,69259,533883,30145,28580,13498,68128,7408,25971,88921,177009,9435,88537,74148,193255,288142,132311,22241,174912,3615103,1941875,69375,19287,17693,179067,2078520,47225,29528,28753,99069,27250,41343,409179,35174,17145,45438,21373,18410,17757,51445,3122,316556,2970822,27685,7954,79773,20463,407609,255929,263915,2407385,23173,3105923,37586,1098377,22641,16414,32057,11898,62318,319638,11132,67046,9800,152286,172199,398121,927590,14586,6784,17195,665726,40680,20444,1188,54971,2431988,10337,136406,663582,11384,1041541,132814,11052,235222,90350,9221,20959,6150,675506,837863,15886,4206,4523,14281,1830,53618,5949,217421,872442,6439,12640
3547,low,LANMLR17B140,297718,19246,33200,10423,23443,275331,66183,19811,24334,118445,25206,15816,100309,308970,232285,249820,5777,10517,79562,608382,28550,39796,5394,75702,9555,27086,94423,193207,15157,106875,65284,154167,271142,112146,15054,161462,2297158,883963,27084,5639,13536,190529,1385762,52753,35787,42445,105596,32944,78227,452099,46745,23903,73244,22388,23252,32970,108083,8323,536718,3130576,45777,9532,106727,21297,527841,399256,460570,2813420,22901,3669692,55415,928849,18784,29520,62410,16231,73427,423641,15737,87129,14672,135341,197403,333737,1179868,15326,13457,17933,624317,27750,22547,12024,19166,2453167,9517,123316,578026,12635,1593416,108468,6297,260772,102182,14326,25142,8793,528047,795440,18631,7968,9834,12208,3078,76193,8797,106746,1048948,6467,16408
3548,low,LANMLR17B125,334153,13250,34792,3393,14041,188042,65741,6558,11842,82680,16505,3190,65560,165718,241454,144284,4103,5333,86726,473704,23155,30133,7063,31136,8766,30028,95635,142667,9380,93481,57236,126187,252072,71647,10534,211327,3117156,924033,23885,478,16342,142108,1807855,49198,25853,40842,57129,25117,70754,646340,43549,20105,65947,21973,22622,28674,43346,8865,562042,3659882,40440,8519,63730,12071,327267,347633,116805,3071960,29252,3751022,75499,1167451,13023,30698,55032,12467,88851,239486,4546,63866,9602,68024,116074,229950,783558,14582,14945,14824,566801,25915,23838,11061,18667,2518841,9229,103436,451418,13581,1259776,89387,8459,335029,118896,16180,31656,5911,518188,782034,18541,6390,8893,16651,2506,77738,7137,149858,756326,7056,11821
3549,low,LANMLR17B037,252857,11978,34234,9237,25083,339271,55547,29408,46304,114871,19344,12289,101466,278270,306383,248017,5949,8500,80455,571541,31486,39740,9715,76255,9921,34127,108701,207744,14659,118275,64588,51917,283917,70001,14393,179611,3166404,1145030,52202,14029,14353,170374,1359393,51341,48891,39545,126891,36771,56359,446267,46239,25471,81089,16029,21119,34762,65463,8682,504145,2875312,42167,8895,77195,25650,537082,386491,401524,2479883,19347,3254080,37786,916162,24648,26431,55344,17647,61633,410523,17894,88792,15154,155149,206248,360632,1112263,15200,13984,16085,697453,22780,22648,12048,9994,2559893,11524,160662,646875,14319,1142957,98436,6592,252320,97397,15978,28572,8435,641771,908091,19803,7847,8908,11737,1890,100945,9145,145566,1159105,6603,13619
3550,low,LANMLR17B115,311709,14044,37762,13701,29557,324214,66273,28293,22243,132877,20056,8502,88271,280165,254289,219388,6690,10216,79434,606816,39677,57583,11089,86044,9240,29954,85951,230077,16517,118761,77949,186202,348113,94530,13650,190373,2893879,1043633,65926,20149,15107,171064,1286326,60948,43932,42367,119895,21381,82754,521224,47623,27112,72695,18618,17456,26584,54830,7797,490641,2793958,49152,9419,75832,15682,319716,365126,232800,2232859,18189,3187649,38621,860830,17038,23391,49187,17750,61539,397310,12898,90243,16403,152997,177658,461536,1136184,14894,14505,23593,773607,24318,21308,16370,20782,2531965,17435,157842,945851,14996,1534176,107218,10094,239380,105343,14982,26843,7803,608025,989157,21073,7978,11235,11941,1964,80153,8025,115084,1038073,7082,10994
3552,low,LANMLR17B152,342587,13193,36353,8645,25589,330372,101581,13598,18035,108760,16757,11098,95637,223648,276146,207614,5024,6676,86466,638648,23305,35328,8481,39681,10016,27876,92883,222541,12785,100895,61901,160726,283470,75346,12480,208733,3343314,899327,33035,6619,14421,157128,1596090,51251,30066,45235,71166,21777,72938,477067,43938,26597,69520,18265,26465,29773,41294,8141,537814,3025215,38405,9180,65576,18702,358057,378758,197297,2590493,20602,3309938,45653,1050367,17432,27833,56626,13133,73713,304590,5373,72103,13045,115148,146365,396271,943261,16283,15169,18966,685827,23905,25839,11628,17646,2624091,10773,114174,273611,14215,1622856,165913,10968,300984,115618,16955,28532,10212,543047,748773,19041,6710,7720,15790,3646,78020,11229,139175,1246603,7265,23089
3553,low,LANMLR17B074,149607,50728,29165,13712,20834,242913,39362,17721,22887,145977,20004,9434,122369,187210,95361,225862,11274,12601,86340,521666,31379,51592,10831,120948,10450,33117,128506,216542,23829,113086,51638,103434,303720,80873,12423,147934,1028614,355085,37734,5548,29250,247507,818561,45715,35103,31932,168071,79794,51432,281179,27682,32268,55957,44977,24154,36609,88604,13876,1182099,3435547,49177,14573,71031,90646,1184647,722815,771241,2773644,15507,3691443,38635,911940,27565,39519,65085,18684,6946,409238,8700,86324,15107,207418,368961,466637,1303871,37265,8961,13719,685582,48640,15749,7404,66645,1557392,9381,149585,1126773,9977,1028869,164448,8797,200941,85059,12269,17784,7802,815570,1045670,20158,11806,13746,18547,1583,139775,11907,272630,1787831,8605,16108
3572,low,LANMLR17B093,252975,9200,37841,1624,37927,200744,45068,21339,19977,154983,15919,8986,109698,257707,208676,225656,7340,9457,75165,667579,24701,41099,15208,98495,9693,29350,108817,182512,16974,113813,83705,147569,306789,103248,14387,125085,1990521,1652691,43268,18344,16620,159205,2002232,56088,36370,35487,148780,6373,51542,403824,38134,19109,57989,11986,16989,14735,44921,2798,197083,2687769,19672,3690,61172,16664,213744,162583,239911,1524447,13621,2885341,23334,1193069,19020,8772,18377,17669,53897,281745,11083,65734,16152,156300,155388,311745,731632,10147,10634,17133,738235,15709,19498,32713,56514,2505792,11101,141263,873697,13054,884873,89010,9428,212898,87529,15546,28034,22838,791010,1121967,21128,9642,16179,22678,1764,252198,20740,390634,3852219,13995,17309
2030,high,PT,202906,20285,33158,9321,17976,323350,52318,24034,17013,240101,55973,9928,107787,271910,484601,228284,6509,10904,87878,611354,66055,125307,29754,200111,12210,76363,116669,308417,26486,296411,72507,76772,326041,70943,5459,112170,830852,401501,39245,11694,20361,238636,1571420,142054,156118,64645,211102,57271,115832,419861,221143,41217,146603,18645,25926,28736,68841,9478,662117,3053354,62508,12262,74321,29741,563132,441486,450129,1920191,5594,3052122,36060,950397,17878,40181,58488,38749,357439,428274,12271,105816,53210,202265,358486,395536,1453324,17991,32257,14429,786437,69833,20909,22470,29645,2992049,22660,268843,1079815,24567,834317,121299,8778,256724,156918,9851,17206,9894,545851,882295,20742,7609,11742,18486,2047,93111,9279,133122,866278,7177,19688
2075,high,PT,162616,26563,31273,6680,9100,237000,35041,18974,11534,120274,28367,4236,66330,180206,236523,287423,3812,16185,120516,688589,71854,76286,17237,178032,8760,51539,130429,278374,18675,206695,47793,96182,288059,84288,14013,97843,1112573,474483,32660,11038,22599,230321,2012163,43292,93036,61568,170814,37122,96591,307079,106453,32066,160040,26067,30834,35149,96435,2559,830551,3934231,91258,12464,51514,32256,638616,472270,546115,2251836,22724,4152463,43153,1127057,9394,35457,64653,30815,45438,593679,10558,153975,19570,153064,365750,276848,1951741,16643,38816,15403,683182,37383,15579,10709,9508,2337481,12892,165424,739873,19013,973504,82664,7876,225047,86268,3808,2864,7082,402573,639532,9237,5883,7100,12102,1548,64118,5924,79245,517144,5627,10321
2090,high,PT,150038,21770,25315,15819,12186,256049,44763,20331,12418,166422,17351,8542,85849,192113,274679,118045,10515,13833,72464,464910,37888,74817,15778,117096,8891,38195,102124,258147,20463,227377,47999,71444,232919,99527,9680,67123,528450,250227,30400,8500,16753,198553,1466624,79223,87552,49947,155047,45731,94573,288726,89577,32339,125054,18224,43611,51566,60574,7491,788398,4847335,61017,9279,74014,37632,659992,500295,682065,2452987,17889,4782147,61683,1462879,20007,37190,69582,27050,4414,604690,13943,187443,16144,180734,388566,306132,1755587,16304,26918,8982,546552,76678,16179,15810,19475,2142313,8039,200646,609535,17298,467521,83390,4765,201079,34800,11418,18160,5788,505955,898948,25896,6053,10599,14126,1554,73713,7980,121983,808906,5344,13312
2102,high,PT,171610,32439,23973,14582,22427,250144,34362,18496,11731,132945,18176,10294,94964,157414,105455,181276,5808,6836,105295,554065,26800,43691,3760,93869,7170,27456,97293,249349,22020,126489,38060,72302,214147,114203,10366,125890,1328397,1093889,32959,10211,26321,221644,1133084,49719,40092,45497,128432,45081,61507,318584,50389,31006,91956,33390,31631,39936,53571,7028,924703,4584751,56432,10304,91139,42412,691823,653481,621286,3297959,9360,4502144,76640,1209815,29778,36101,84555,16257,1927,364205,6504,81856,15478,150386,296480,343066,1396050,24779,20786,11584,524080,63055,17529,11824,26694,1878883,8518,144062,531275,10193,850769,83394,6221,209370,123669,11755,23251,3974,447255,660211,18975,6698,7295,13892,1622,70380,7087,103560,628615,5229,18424
2286,high,PT,151757,13183,19316,6318,22430,322937,21304,8830,10037,212619,18302,9719,86189,290114,179425,208476,10465,15748,83514,468092,55757,44677,10587,113212,8876,40314,78688,218987,15189,175101,44556,67446,186040,79027,5368,82076,515729,242742,31142,10360,6796,152166,1760221,77572,79597,55662,139625,31085,91578,265942,140179,24557,152044,20795,31976,37736,47881,2157,677302,5593919,67856,9715,78861,25266,541946,415834,699038,1942002,17976,4989039,62015,1786939,25753,27852,60540,26193,45984,784640,27489,277155,72343,134061,309644,236607,1631550,23633,31526,10647,454813,81216,16671,5023,14070,2254316,12421,124701,401279,15461,741453,62038,6068,144284,277623,4890,12876,3341,383828,881413,29324,5980,5028,1422,1599,52112,3406,67222,395617,2268,14149
2581,high,PT,171524,16927,27149,6291,26040,244914,41804,21460,12137,176689,20204,17689,150010,274631,198046,286056,8512,16918,116196,498909,69742,48373,16322,161681,10897,59414,95086,263498,18297,220511,52802,100483,255482,83805,5933,96935,1070878,447956,37379,10564,19060,172419,1929139,68569,95100,74533,191043,45568,101907,321250,127966,35814,190430,16703,34771,43917,59912,9457,892178,3248625,54460,12256,79885,38905,621842,579562,452038,2322639,23144,3670469,43182,833210,26497,44932,82637,37218,53239,774981,15197,178204,23016,138200,319870,279329,1953589,15337,57685,15031,618178,39657,2825,9322,11883,2313862,10637,159296,795782,18576,927756,83738,4887,243377,151696,10151,15034,8784,717223,1172436,25198,10106,11111,5352,1620,89076,7015,145618,738358,6923,9301
2622,high,PT,97646,22206,23533,9945,14907,260337,40384,15240,11532,151536,20801,10377,93590,212639,141710,209125,11599,15416,100483,533733,60512,44782,14482,120064,9665,47047,99182,230759,17872,203728,46837,70242,206559,76182,5387,61599,701347,336775,32538,8940,19492,225434,1636025,77799,79552,53064,188947,39638,87821,258307,93890,31451,167697,20130,57152,55948,81334,4108,932871,4484353,68284,7487,70582,41349,685109,557452,604480,2501568,22222,4594504,54204,1536399,26543,43750,96354,30321,48352,529521,12471,137615,23057,136247,355145,275294,1810436,16426,42515,12597,536931,45799,16627,10887,19176,2053275,11669,146788,527698,16880,766056,76992,1100,244718,166938,9306,12060,6625,518038,909141,23813,3217,8213,20908,1553,72514,6087,112208,735294,7542,15421
