ROW,FIELD,id,acylcarnitine_15_3,BMP_37_7_15_1_22_6,CerNS_38_3_d18_2_20_1,CSH_posESI_004,CSH_posESI_022,CSH_posESI_027,CSH_posESI_041,CSH_posESI_288,CSH_posESI_296,DG_34_3_16_0_18_3,DG_34_4_16_1_18_3,DG_36_4,DG_36_4_18_2_18_2,DG_36_5_18_2_18_3,DG_36_6_18_3_18_3,DGDG_32_0_16_0_16_0,DGDG_32_1_16_0_16_1,DGDG_33_3_15_0_18_3,DGDG_34_1_16_0_18_1,DGDG_34_2_16_0_18_2,DGDG_34_4_16_1_18_3,DGDG_34_4_16_1_18_3,DGDG_34_5_16_2_18_3,DGDG_35_3_17_0_18_3,DGDG_35_5_17_2_18_3,DGDG_35_6_17_2_18_4,DGDG_36_2_18_0_18_2,DGDG_36_4_18_1_18_3,DGDG_38_5_20_1_18_4,DGDG_38_6_18_3_20_3,GlcCerNS_34_3_d18_2_16_1,GlcCerNS_36_3_d18_2_18_1,GlcCerNS_38_3_d18_2_20_1,LPC_16_0,LPC_18_0,LPC_18_1,LPC_18_2,LPC_18_3 ,lysoPE_18_2,lysoPE_18_3,MGDG_34_1_16_0_18_1,MGDG_34_2_16_0_18_2,MGDG_34_3_16_0_18_3,MGDG_34_4_16_1_18_3,MGDG_34_6_16_3_18_3,MGDG_35_3_17_0_18_3,MGDG_36_3_18_0_18_3,MGDG_36_3_18_1_18_2,MGDG_36_6_18_2_18_4,MGDG_36_6_18_3_18_3,MGDG_36_7_18_3_18_4,MGDG_38_5_20_2_18_3,MGDG_38_6_18_3_20_3,PC_16_0_9_0_CHO ,PC_32_1,PC_32_2,PC_33_2,PC_34_0 ,PC_34_1,PC_34_3,PC_34_4,PC_35_1,PC_35_2,PC_36_1,PC_36_2 ,PC_36_3_A ,PC_36_3_B ,PC_36_4_A,PC_36_4_B ,PC_36_5_A ,PC_36_6_18_2_18_4,PC_36_6_18_3_18_3,PC_38_2,PC_38_3 ,PC_38_4_18_2_20_2,PC_38_5_A ,PE_32_0_16_0_16_0,PE_34_2,PE_36_3_18_0_18_3,PE_36_5_18_2_18_3,PE_36_6_18_3_18_3,PG_32_0_16_0_16_0,PG_32_1_16_0_16_1,PG_34_2_16_0_18_2,PG_34_4_16_0_18_4,PG_34_5_16_1_18_4,PG_36_7_18_3_18_4,plasmenylPC_35_2_P14_0_21_2,plasmenylPC_36_2_P14_0_22_2,SM_39_10_d17_3_22_7,SM_39_9_d16_3_23_6,SM_40_4_d16_2_24_2,SM_40_5_d16_1_24_4,SQDG_34_2_16_0_18_3,SQDG_34_3_16_1_18_3,SQDG_36_2_18_0_18_3,SQDG_36_4_18_2_18_3,SQDG_38_5_18_3_20_3,SQDG_42_1_16_0_16_0,SQDG_45_1_18_2_18_2,TG_49_2 ,TG_50_2,TG_50_3,TG_50_4 ,TG_50_5,TG_52_3 ,TG_52_4,TG_52_5 ,TG_52_6,TG_53_4 ,TG_53_5 ,TG_54_1 ,TG_54_2,TG_54_4 ,TG_54_4 ,TG_54_5,TG_54_8,TG_56_2 ,TG_58_14_19_5_19_5_20_4
3361,low,LANMLR17B149,292836,20587,32058,14906,21830,266260,68100,24363,16762,131263,19986,12207,112079,251856,205001,189254,6334,5512,85691,659309,28846,48684,6004,67269,9592,27316,100967,218897,19019,110798,61772,140514,276819,97227,10527,233057,2790534,934969,31470,6181,17298,179610,1402441,51193,14463,41195,122164,54863,71565,567338,44704,23755,68020,36632,22103,27593,59859,7739,665281,3039520,44018,10107,84226,24632,389779,454461,271774,2800930,27736,2976024,45823,912631,18003,28205,43562,13366,63782,303113,9016,79385,9959,182147,268877,511578,1019518,21868,13444,17204,645584,36783,21041,20146,25263,2425661,14242,122000,778403,13032,938396,141901,6284,263877,113835,15855,26639,8031,674834,1063647,19318,8435,11081,11631,1167,76914,8447,123019,1068335,6676,10365
3362,low,LANMLR17B065,267264,6217,38063,13713,19592,366649,93504,15664,14425,121327,15048,6042,66346,237600,237400,228528,5093,8493,76699,607041,32618,55946,9442,65942,10928,30478,86986,215094,17773,131964,62396,185784,308199,94017,16768,190006,3163291,1782551,76305,31138,13923,135599,1408718,60176,14460,56102,123228,19393,78726,310209,48659,26083,89235,9933,15096,20535,31758,7890,408777,3364774,49548,8121,53522,10182,259106,159810,261292,2044788,21796,3504157,53636,943426,14970,18079,35941,16023,72702,377469,12888,97913,20749,180957,216034,316194,1167325,11182,19080,21664,697529,23990,22252,18390,24676,1967574,16311,156906,737705,15163,1047831,79496,10000,264288,119976,16691,28202,7729,585201,1103835,31854,7343,11792,10831,156,62261,11119,88598,1834161,6556,27741
3363,low,LANMLR17B120,290592,12168,40545,13642,19830,329003,105023,18482,20006,141024,18773,6203,76412,275791,356740,247640,3084,10426,77397,610579,31659,47667,9058,58728,9996,29549,97013,199102,13676,117794,68979,193164,323591,92920,16546,194155,3238786,1450649,70827,27500,14030,134478,1461668,54120,14998,47462,118701,32790,76640,289982,47875,21042,74466,19406,19437,22500,62977,8043,424198,3016381,40728,8766,66885,10826,292996,150107,317422,1994557,22079,3330986,53059,965421,17550,17952,31911,14503,67464,385211,18867,100447,20841,155501,203069,275332,1073710,13498,15086,21458,726837,28403,23911,15546,17594,2795225,14037,166950,554420,14463,1127906,76802,7228,271874,111885,15816,28763,7191,598397,1105618,28946,8151,12331,11825,212,66517,11176,100183,1721138,6547,11946
3364,low,LANMLR17B032,267292,15886,32718,14073,23040,282961,58345,29744,19503,131634,16355,8171,77431,231192,198988,208242,4970,10481,78272,761979,36253,50698,10164,96923,10737,34869,114013,245536,23417,142190,67478,157689,297990,82462,12767,167152,2815013,1259604,64456,20692,14366,208780,1249400,55715,12613,50521,163689,26363,87798,303851,52167,26908,81615,13803,18498,23737,82206,6442,432280,2965158,50355,9401,63532,18364,433789,274401,503958,2263108,16997,3395408,41302,852475,22455,17346,39495,22313,61374,471425,14568,111353,19121,189501,246670,394334,1228763,10840,13577,16975,716297,24919,19959,35466,24722,2474074,13574,213389,1115891,15588,1051597,123844,5008,235315,110099,15122,25735,7134,685416,1116021,27090,8864,12777,11317,15,91669,9085,109236,1107706,6449,21622
3365,low,LANMLR17B119,224114,11329,32904,12340,25448,306420,99205,32446,20765,120999,15293,9194,89267,237092,201511,256273,6287,9741,83282,606685,43429,56249,10533,67590,10099,29781,85275,253415,16058,134496,63829,72796,293410,106647,18588,269099,2832768,657574,59697,20002,20910,171502,1254675,57879,12816,47510,135286,51203,82202,309608,47719,24692,83628,8821,19915,28178,62805,6579,642967,3005163,51659,9669,74650,26510,379532,518407,409702,2442598,23698,3423069,41234,844207,19238,24785,44219,15383,61712,378251,11249,89732,15874,118193,184663,397707,1242187,12887,16934,18149,680792,27312,17456,17531,20826,1838578,17437,181721,1026770,16882,1211944,107976,10150,234553,98102,15503,26743,9424,745666,1135133,24898,8437,11456,10943,90,79125,11400,145489,2006106,5656,34578
3366,low,LANMLR17B108,258009,8008,32088,9306,28137,376806,96821,14273,18865,131680,15328,11069,84186,252971,167608,291959,6268,15565,77633,707792,36739,46425,9690,91145,10519,31478,103233,216304,16856,127387,59203,153311,287834,100516,16541,175367,3001812,1380757,69196,24902,14488,203464,1306403,54032,42967,50888,126606,20670,54962,270808,51860,25027,79865,13257,21947,32186,114620,7693,524212,2708747,49647,9853,96675,19225,442628,336486,495470,2393322,24994,3539774,45476,898436,20329,23831,46470,19296,59492,485089,16412,110540,19900,202789,273731,371709,1326056,12744,13382,17108,595748,25895,22028,13445,13578,2463002,11173,160820,729290,13969,1086478,100882,5849,245469,101677,14646,26589,7707,572520,1005613,23781,7514,11123,10923,686,68716,8652,117542,1205308,5716,31397
3367,low,LANMLR17B152,277046,20234,31604,10812,26362,260498,108258,23674,17063,114182,18556,10115,91381,247946,203552,233185,6383,8052,79853,764252,35848,48060,11504,76638,10671,33119,105713,236218,20981,119562,60093,144493,285993,132311,15148,217543,2781985,1262479,64057,17001,19992,274847,1217365,53885,37194,44511,106484,46714,45738,279505,45245,29781,73930,35424,23104,40104,61256,5794,643972,2918296,51027,9605,86750,23887,510420,539483,418630,2567519,7906,2624307,34048,819821,24936,27285,56507,18581,59759,450954,10566,100706,16500,147239,221173,469044,1288636,20268,13942,16544,692484,41028,20179,15317,18916,2368629,13605,148741,925522,14019,1119665,162185,8281,227658,92736,14868,24968,9152,704135,961411,17919,7822,9898,12225,34,98250,10045,175323,1566958,6277,12023
3369,low,LANMLR17B098,511654,11895,34658,8596,42099,269323,76741,24553,23485,160458,20995,12586,112202,279536,201265,303880,7906,10032,86294,728058,42999,51595,11785,121549,13696,36160,109126,264940,20463,156940,69020,149796,307381,111090,14139,196918,2897911,1084348,53603,14192,13128,220532,1294112,61238,50259,48972,124134,35512,52421,271235,51124,34835,95893,19064,18108,25496,33651,7970,474463,2839122,41381,9108,61682,19414,397468,255520,312704,2205025,18344,3158854,28299,888833,19039,18182,46686,19595,54481,383731,11702,88010,14421,214488,220708,385968,1218257,14453,15116,21303,721940,32532,22957,19122,13925,2572661,13585,164511,731662,16034,1164768,111645,5756,242617,102822,15295,27135,8620,708649,1085969,21799,9436,11633,9938,104,81310,11278,116867,1754464,6350,14148
3370,low,LANMLR17B103,352059,13148,35015,15974,17486,302191,89376,61897,28437,136837,14569,10659,100707,248698,266155,238243,2769,9606,86072,597531,34193,54091,9593,95129,10725,31730,108416,238636,16645,133795,72200,173050,304200,105721,19746,311136,3062365,1373413,127101,38214,16596,162476,1353748,56108,13974,43407,182401,55866,87378,290318,54951,24520,75359,17375,20202,23317,62140,8349,659718,2912722,44170,11125,85268,46761,495809,520542,513569,2510993,25413,2002920,39099,904046,23891,24863,38752,18487,63198,554924,25427,142604,24894,176344,165413,519680,1053795,5088,9486,20710,651355,22963,21581,23313,16948,2608561,14351,202050,148144,15245,1353140,113223,6362,258338,136672,16094,27191,9259,815051,1341622,27293,11437,16152,12089,2006,117327,8344,178541,974779,7930,13970
3371,low,LANMLR17B134,249606,10776,31540,13158,33421,322332,116313,49090,34900,134995,16274,14277,113289,288736,251864,278837,5678,9607,87920,725183,44381,46776,13364,87073,11386,34064,119084,252229,22050,143386,64926,76645,264676,111509,21212,204692,2781707,654690,160570,48331,18832,214285,1220873,59360,57229,55651,171724,48798,55403,325780,52057,31978,89370,13565,19316,28937,72605,7288,540202,2869761,50829,9308,83460,32841,550164,457466,556506,2380066,19398,2327851,34717,834317,26708,27311,51393,20525,67068,704893,30599,149141,27952,128792,171756,423786,1201010,7451,13791,16636,625037,20110,20200,16896,21553,2358311,11721,171932,759863,15197,1206636,99576,9341,228823,93149,14823,25749,9405,716307,1078840,20315,8599,11102,11199,49,96471,14443,122530,2074081,6002,21689
3372,low,LANMLR17B054,332938,12717,35863,14082,17082,286030,68506,30504,42719,105702,16403,13405,98596,255570,222222,154996,2287,7386,69993,640091,26965,38659,8923,61946,10245,28192,119353,209333,16578,115639,65599,167597,320720,93247,17255,222221,2943972,1173863,84493,22238,12429,156468,1295301,47272,13389,35654,120143,21138,71191,561522,48174,20521,66717,13254,20454,32879,45382,7518,457694,2795351,40062,9203,78074,22054,469354,323452,364902,2523313,25469,3181385,36809,855157,18876,22206,36528,16761,63465,484299,15669,106772,17727,134540,189090,326810,1095333,14963,14251,18820,693550,34311,20543,13845,25061,2143827,13470,159323,740284,13139,1024532,138459,11106,244201,106940,17036,29653,7237,883215,1232222,21701,12358,14695,11224,1472,154300,7628,194897,998361,6753,17213
3373,low,LANMLR17B074,316061,12052,33779,9584,23041,265060,74543,20664,16172,114069,16221,11476,81991,250238,262149,152349,3209,8798,84027,601746,23091,36910,8233,45187,11150,28069,97500,203078,14804,107415,56765,82313,247623,77853,12728,224002,3136275,844890,48689,13952,15948,140834,1550722,48660,15717,39782,78855,35688,74644,529113,42610,21664,72027,26799,18475,25148,52835,6962,543598,3556110,39967,9119,49589,26707,320595,368020,254390,2682258,23285,3696810,60240,1014993,16704,23909,39290,14862,71999,388079,13827,103730,17894,115593,169781,321476,1058986,10338,13942,16353,557064,21636,24025,14165,16786,2496769,9566,128900,541499,13313,1124362,108860,6092,288034,103650,14619,27345,6604,506650,752221,18299,6328,7880,12101,31,61304,9744,111048,1118365,6460,7321
3374,low,LANMLR17B153,298599,20712,34706,13141,25760,315744,64350,28171,20966,128293,22109,11397,97645,231918,214555,212491,3463,9299,86895,564989,31824,47492,8902,58495,10213,28578,97397,214888,15403,113345,57630,175023,291653,83972,13702,324937,3233689,1136383,27091,2647,17260,157055,1428883,55753,14334,49353,112749,42882,53127,594107,46165,23049,74837,25761,18910,29305,75646,8459,704375,3100666,45260,11212,87014,36655,447977,503034,362950,2469440,22993,2065247,48042,946773,19054,31301,51692,14345,63787,234333,8562,67069,8992,132512,238320,427882,1168080,19860,14114,21445,625286,28914,21744,12886,23001,2651229,13605,166893,777065,14678,1098654,104001,6983,265242,99524,14423,25917,8900,528737,806500,17279,7854,9149,13966,1104,80653,9637,163104,1223508,6885,15054
3375,low,LANMLR17B102,239098,15546,32127,11834,22081,278404,55215,35848,15483,164442,21705,7180,70053,218294,239018,268857,8303,10224,80777,561385,39812,51783,6236,59232,10421,31861,98919,169769,17870,117374,64767,151266,271380,119212,17083,208493,3153253,796614,41342,18948,14980,139959,1411042,69529,14252,58925,142630,46101,55118,297963,50311,29352,107634,15186,26635,31029,64621,9645,588392,3360647,57971,9133,74769,26401,454735,361841,681331,2149557,23234,3729737,73412,982183,18958,28735,60526,16928,69137,282387,13804,84015,16998,197386,323819,310501,1365382,15382,17659,19456,580156,24874,20767,17758,15226,2459751,14859,129352,284503,14042,1173644,36758,11607,275629,281310,17308,28274,15124,559575,1041856,43904,7815,11158,13214,2164,77071,8860,120900,1144694,8138,25059
3376,low,LANMLR17B109,271540,15632,37724,10840,21663,328238,110192,24718,14468,124306,16124,9118,79336,235158,224125,238571,6111,8555,78855,645527,30717,51854,9727,61399,11198,31939,90823,194218,17002,118502,72465,157185,351706,113509,20090,263367,3171191,879157,52449,18265,14227,172128,1343900,53697,13491,50857,104686,39547,50005,290841,53676,27960,82410,14952,17774,27755,49124,8211,607716,3282463,54913,9895,86444,21976,383622,466491,402050,2560314,25378,2678231,54332,911330,17943,28549,57098,16796,62167,306530,9925,80990,14821,138163,283641,332164,1442274,17282,16960,24292,836150,30255,21223,13431,15348,2618201,17470,157720,811844,15201,1097873,101688,13137,252411,112476,14661,25445,9208,579676,958100,23127,6679,8731,15525,918,76910,9925,155678,1243717,6637,35653
3377,low,LANMLR17B055,307226,21546,31688,13509,24106,276046,70037,24680,21358,101850,16358,9792,85979,205580,190568,171371,4225,12172,76338,595707,27451,42541,8643,67677,9730,27366,104025,206154,17085,111145,63892,147595,265505,98008,14713,180663,2703254,914677,41496,10144,14908,152641,1290869,46489,13068,43945,121340,46717,49683,502451,46106,22454,68291,30668,21761,38496,143078,7775,702983,3137106,51126,10976,118049,41049,595438,649558,619654,2742689,26064,3554998,56387,862033,23899,29052,56277,14681,65429,382139,16183,99159,18418,126105,222005,314826,1164349,12803,15218,18782,573711,22653,20132,16514,14642,2309622,12629,148592,709933,13787,997311,115534,5520,240587,95754,13699,25063,8737,464227,690298,13477,6835,8674,15036,790,78247,9548,145612,1184898,6343,9994
3378,low,LANMLR17B036,299454,6533,37390,10387,18417,328221,94778,12830,24932,131360,17285,13457,107548,314494,263459,369286,5483,8883,84504,756852,31164,47970,9915,81301,10480,29393,108710,209439,14836,113427,62033,197535,311116,116136,23665,206719,3204700,1511326,93196,31507,16861,219260,1416499,54427,36550,42452,104428,33204,84529,300372,47638,28528,74693,13112,19719,24376,40996,8565,451997,2994048,48272,8450,72109,16647,348695,262991,329169,2464876,27593,3603087,43164,939843,16047,22239,41802,15876,78828,439528,17669,103805,19240,118359,189261,396743,1326614,11373,15121,22755,713302,21398,22885,18959,21341,1867615,14226,145427,701091,13859,1067606,129452,6241,266388,109603,15048,27798,6850,556979,956887,21515,7735,10218,11780,929,70032,8539,115959,977116,6395,24355
3379,low,LANMLR17B028,411108,18194,36987,14655,17676,325320,82676,17705,25335,152151,24221,13424,106128,284860,234835,238016,5926,7922,80282,489943,34215,48027,10589,62268,11158,32830,105548,211156,13084,110539,67067,65576,330353,104814,17755,201011,3643080,1162520,38439,11065,15919,171500,1409826,60435,14575,45339,123225,37115,62546,359962,47437,26394,72852,24664,25761,27603,47466,8852,547002,3101610,53583,8598,89557,16871,399472,372042,270720,2225552,13698,3120736,44883,939886,20953,32531,58388,15868,60178,286089,11947,75285,11642,149055,260331,361435,1359481,19518,17420,23018,749647,36475,21910,32518,15031,2493054,13431,147749,632541,14179,1335775,92837,6033,263075,102569,14580,25803,2652,602934,822153,24375,8042,8717,18562,1654,60521,7848,177839,949414,6666,11414
3380,low,LANMLR17B086,312487,18548,33735,9866,25011,311555,59244,12850,26063,116953,16794,14146,97394,261526,184430,181694,4906,9425,74353,515774,27012,43792,8924,60308,10950,28953,94938,206973,18796,125200,62448,149935,280610,107382,20308,211508,3133878,1662359,135688,40687,12059,140904,1315880,54044,40305,48143,108637,32934,53238,278875,51867,31666,88487,15266,22408,32125,86553,7637,506432,2840089,54427,8521,92334,22363,471352,391956,419238,2647877,24752,3485295,47646,894682,21115,27837,64047,20491,62169,464905,21224,132457,23055,195722,244015,341433,1360968,15170,18632,19018,606169,21881,20253,18700,19839,2268892,12352,139653,559858,14291,1009728,81017,10776,245394,100515,15926,29271,8778,604369,993760,22037,7995,10471,12293,996,83251,9955,130012,1194202,5909,20295
3381,low,LANMLR17B041,235335,18705,33267,10111,29722,303688,52453,22333,17296,138886,17642,15017,99231,250350,194660,223806,6476,8040,87342,714389,45003,52573,11417,76307,11788,36877,102632,265802,20725,146351,65397,141375,288278,87219,9451,132204,1343908,705294,24654,4303,25161,242669,1382563,63669,52946,54054,124323,40801,61074,476500,61024,30978,99306,20181,24873,31533,79699,7799,611664,3274125,57261,10248,76665,25120,661865,505640,706960,2924635,11287,2719330,47737,974553,26962,32624,65869,24313,70494,585900,20026,150871,31253,132177,250829,510787,1501287,13213,14206,16952,675244,45605,22125,15584,15015,2443741,12674,128685,821073,14628,1100492,114752,7000,258684,110114,13839,24812,7797,479316,753661,19659,6156,8014,21819,1665,61152,10608,85562,1493887,7401,12944
3382,low,LANMLR17B056,370943,14631,39387,13468,21738,302012,73352,31379,20347,133934,22182,10172,96115,293909,220677,327436,4434,8988,92914,698547,31105,52012,9221,64116,10717,29386,102516,213856,16745,114134,65850,207049,361572,107104,19583,315973,3287470,1277540,41198,11318,19542,167393,1441281,54415,14771,41008,121839,42683,78256,284501,43790,22394,75234,17606,14478,22146,36412,7051,501347,3185362,38511,9894,46457,19945,331474,298782,273608,2231288,15468,3258865,37376,943883,17794,24266,39490,14847,62601,320816,10349,81533,12899,147643,298936,300330,1042029,18854,16099,21727,774811,28507,21484,27689,17523,2672923,12973,151273,845566,13761,1023943,97227,4987,268044,103537,15371,28310,7391,632761,909490,20780,7435,9622,14441,939,88797,9322,151483,1117184,6514,10722
3383,low,LANMLR17B011,312978,15454,31481,10282,25444,291228,76572,21151,12577,126615,14281,11513,91694,276849,193426,354401,6172,8256,76201,618990,27469,33485,8531,53194,10035,24837,91461,187091,13652,93648,52339,89686,281453,115083,12806,167225,3013451,1206423,58309,17299,16280,221463,1149281,48409,28205,40085,85138,26466,46849,267063,32093,24035,59057,27727,21156,34789,53595,9745,592707,3342392,48829,8348,96650,15772,381995,408159,291310,2035509,13660,3007889,45144,763533,18017,27822,55558,12642,65930,365103,12862,82871,12852,129879,165148,273003,856983,15367,11769,21240,635248,29939,17920,18512,12864,2016836,8208,99840,523555,10604,1284764,90579,4901,217572,99039,14543,25275,6593,858042,1230849,22547,11461,12426,9931,1345,92007,11228,144220,3391668,4877,12154
3384,low,LANMLR17B058,265563,7989,35283,11671,21313,344011,75161,28897,28298,122567,15733,13213,106349,287273,270050,231125,4963,9644,84831,686979,30267,51508,8957,67967,11055,30423,104587,226933,18975,127157,73678,171390,317758,133198,24420,210765,3220590,1385007,76732,22982,18614,191211,1401848,51857,14402,44663,115854,24282,81799,290372,49316,26650,77940,12499,16625,29839,69593,9459,511706,3065973,49105,9636,74989,19701,442772,385921,408585,2737352,26955,2076043,44585,930283,19276,25508,49341,16107,66811,384366,15400,98583,17514,147455,190333,473386,1121753,12182,12591,20580,689976,25381,21556,14162,20680,2686054,15664,168967,1046957,16031,1016376,153472,9094,261509,102932,14463,27350,8759,606164,994790,20456,8019,10131,11959,675,81872,9476,143891,1138147,6216,30770
3387,low,LANMLR17B053,324131,11845,31641,13106,16633,326043,61105,28013,28986,145387,23568,13166,118897,291350,276160,239068,5925,13420,82981,825083,38546,56817,11747,104851,11911,35390,129117,250592,23612,149569,61585,139652,277617,91955,14359,152970,2654970,929838,52837,14371,17332,245142,1357034,57842,14006,42239,189458,27695,96963,261293,59495,33952,96651,24628,19705,22918,52881,9638,439679,2959790,46032,7890,59822,16825,446903,225709,454432,2324318,24976,3480976,38636,921649,18182,23028,42278,25862,64957,447463,15619,106134,18665,147042,237329,421013,1333141,11194,9522,18274,597865,29022,22348,17813,24221,2710740,18217,230776,1127249,16922,929459,152762,5986,254998,114341,15231,26693,6281,640075,1113450,23748,9186,12009,13809,466,85869,8666,130160,972811,6667,8899
3388,low,LANMLR17B090,312467,20708,31645,13494,21388,278897,84511,23839,18841,131064,20060,12229,98317,224153,183097,304535,5837,9709,85848,480546,26331,43436,8621,71703,9287,27855,98560,165600,11544,109541,55050,158003,286289,109614,10086,163415,1731043,822760,20658,2877,21861,191775,1373648,49196,13954,49869,109890,34703,55281,328071,37170,21209,68682,27855,25184,35771,86112,11933,698406,4343240,52723,10168,106118,29862,563395,473781,474453,2763485,15912,3997124,54922,901651,20639,34892,64242,14753,69857,285702,7327,71515,11234,178798,227616,424280,1025723,22319,12916,18432,649415,45288,19625,27393,16336,2241662,11596,127834,526381,12439,1321384,74251,9645,258905,118217,14814,25096,8741,600398,859210,20770,9582,10493,64296,4366,84554,8534,166482,1062081,7309,11355
3389,low,LANMLR17B044,312835,14202,40291,17688,19518,399349,126680,26560,26467,144290,20528,10980,106904,302966,300375,249291,3980,11273,82927,837584,35387,56124,11120,79133,11913,32379,119849,255085,17736,122686,77794,176850,350027,95573,21362,210875,3280059,1368521,82007,23768,17111,204200,1405266,57517,14211,49809,160779,24172,58375,337978,47818,26306,77791,18903,19328,24798,53648,7920,410139,2801555,40224,8431,65882,14771,363180,249344,288170,2350570,16675,2064326,33768,933648,21169,22404,39344,18460,61036,450279,13368,101418,16841,164610,191477,373584,1097988,11380,14462,22197,755295,28147,23745,20385,30049,2632270,17569,205490,1057185,15982,971343,141324,7342,264706,111955,17048,29550,7146,848585,1244854,23988,11625,14909,14539,7,113281,8881,156535,1034048,7229,12976
3523,low,LANMLR17B086,351302,11237,34932,10089,26250,362740,63282,14407,23589,141490,23880,12764,100564,257653,281930,188754,3418,10950,80713,568156,31219,48906,9300,69883,11258,30802,99629,218223,18660,129634,65944,167002,323088,103553,18103,218123,3316116,1234884,32923,2837,15176,164580,1416676,53367,14211,49410,106445,38628,76006,291165,50908,27306,83543,16793,23789,26893,63504,8351,498994,3132905,39762,9003,69287,17249,374130,301341,283163,2221079,22503,3194246,40756,942951,16933,26238,50761,17928,71630,241193,10100,68997,11894,191668,302303,318665,1267744,22107,17822,19952,682590,30041,22889,14220,13334,2423528,13123,149069,404120,15376,1077183,83177,6569,268429,125790,18505,32458,10644,794628,1339460,30358,9609,14789,10966,1026,104282,10315,145775,1405497,7089,27571
3524,low,LANMLR17B032,471783,13497,41263,15456,18721,315543,108225,22319,24962,115824,16908,6531,82345,288610,295256,177666,4536,8149,76559,555797,23899,43289,7879,49413,9128,28266,95149,173298,12872,104120,74310,189482,341422,85314,17924,263388,3346276,1441702,61100,17599,14448,131513,1477984,45956,15266,29322,121413,20637,51747,591149,42258,17763,64712,22629,18951,20312,48524,8758,436036,3078516,38046,9235,61919,13806,304084,192277,215709,2137213,26098,3109659,42889,948269,16964,21198,33207,11348,79380,314594,12294,80975,14430,146536,176959,329500,902611,13973,15854,23744,786418,25603,20794,18062,28112,2581676,13971,129105,142888,14617,962086,109163,6205,278274,121936,18078,28376,8427,817601,1317115,27385,11025,14820,12322,449,106034,9501,150277,1075300,7067,10139
3526,low,LANMLR17B114,192518,6396,29481,13886,20670,219556,81664,38414,23263,146596,17496,11136,103535,210983,185774,215804,1900,12211,49913,458009,26956,32953,8019,86315,8973,23771,74760,165185,21118,99904,47411,139790,259163,84609,16993,234542,3454974,2062042,53618,17116,14463,185264,934312,43819,2767,35907,104595,18355,47207,392768,8571,29228,52079,13871,101923,38672,52901,15054,649728,1607815,37912,10839,67213,100226,241136,376047,383058,1315042,19721,1453941,24200,652817,13129,19759,37068,18286,40182,364942,18938,63520,14845,126540,188738,413275,985058,12010,8099,12888,599469,17086,15968,22144,17346,1618410,5763,131081,1175449,9225,891678,129144,12997,1917997,425730,294820,41121,46916,1560964,1150555,20250,16648,13593,349873,19218,274353,19612,494812,2293729,125655,24843
3527,low,LANMLR17B010,416388,9032,38533,12168,30651,298259,94552,29196,30294,172549,18547,13913,99414,347588,232113,278033,4516,7807,86456,707817,27949,35224,9016,53687,9697,28472,126009,173793,10241,96633,74327,167480,355906,87552,17302,176487,2545523,1196501,28489,10083,21100,218749,1328799,49909,13610,47207,134082,29924,30087,299373,32177,22499,68523,24268,23865,25479,31449,9164,510275,2872911,39244,6535,78704,15761,393883,296277,355393,1599502,10723,2655642,38898,868062,17102,28892,51379,13618,57401,264248,11253,68087,10969,100138,141598,223409,809998,20104,13234,19498,810679,32228,19911,22033,13226,2559299,3623,200084,598619,13461,1392721,80240,5651,253993,173704,17134,27262,10424,966814,1892168,55366,14077,22774,11101,1552,150074,17759,182682,2598980,6124,12062
3528,low,LANMLR17B041,176931,43809,30413,19773,25350,285856,54962,31369,14695,150614,17399,10343,90964,182217,147950,298613,12241,17116,83372,594857,52303,41643,9309,90687,8851,32393,98545,242693,22316,105543,64851,109614,287946,89801,8654,98699,622397,251406,35457,11910,44328,286893,1396208,49096,1147,38653,147362,55696,55629,293565,30367,34430,58815,40617,21008,32844,93817,10233,990976,4021408,58174,15235,102726,48163,810358,742336,637452,2750922,34495,3809349,44366,904043,29632,45602,68701,19355,51809,450442,8461,73077,11182,179137,297450,522534,1423338,27864,656,13413,671549,50962,18343,35878,27431,1857203,13138,86695,243332,4533,1167619,130866,6353,89916,97255,6796,13764,9975,753143,1098538,15950,7398,11895,9428,1814,125503,10676,224311,2068182,5935,11033
3530,low,LANMLR17B046,294239,20337,43341,23783,29856,336096,191391,23484,19030,210775,23408,11380,98265,269086,313086,331656,4133,16065,66851,517940,30862,37792,8979,76290,9325,26899,83144,153931,20177,90999,66536,242578,374835,120790,12664,233573,3706452,1657007,48569,12699,21186,172240,1289437,53618,2624,41276,121810,42601,50230,434250,18610,34766,52676,30638,11955,23189,53307,9811,619259,2583291,48822,6932,85661,25371,411898,400809,356174,1578559,12755,1774230,46367,654622,16305,29823,48309,17494,61728,289298,6766,47400,8076,207598,250152,561715,1210887,25714,7797,21747,856215,32419,21387,34898,32006,1973688,11641,103865,540547,4277,1257986,123758,6746,123968,79280,3444,13330,7378,694732,1125749,17038,10236,13204,7662,2147,98813,7810,197853,2731427,2324,25015
